시도,시군,업종,업소명,연락처,주소,메뉴1,가격1,메뉴2,가격2,메뉴3,가격3,메뉴4,가격4
제주특별자치도,제주시,기타비요식업,포토플러스,064-726-2696,"제주특별자치도 제주시 중앙로 228, 2층(이도이동)",증명사진,25000,스캔인화,5000,사진인화,5000,스캔,2000
제주특별자치도,제주시,기타비요식업,뛰니뛰니,064-727-0369,"제주특별자치도 제주시 연신로 76, 1층(이도이동)",어린이입장료,6000,보호자입장료,무료,,,,
제주특별자치도,제주시,미용업,다희헤어아트 미용실,064-713-1907,"제주특별자치도 제주시 독짓골8길 53-9, 1층",커트,13000,어린이 커트,11000,,,,
제주특별자치도,제주시,미용업,꽃이피어나,064-722-1202,"제주특별자치도 제주시 도남로 102-12, 1층",커트,10000,아이 커트,7000,염색,30000,,
제주특별자치도,제주시,한식,도남오거리도남점,064-757-9118,제주특별자치도 제주시 도남로 6길 16,돼지생갈비,21000,돼지양념구이,14000,김치찌개,5000,,
제주특별자치도,제주시,중식,효동각,064-751-1507,제주특별자치도 제주시 동광로6길 31,짜장면,5000,짬뽕면,6000,볶음밥,6000,,
제주특별자치도,제주시,일식,마모루,064-722-4303,"제주특별자치도 제주시 광양13길 10-1, 1층 101호(이도이동)",돈코츠 라멘,8500,규동,8500,카라이 라멘,8500,가츠동,8500
제주특별자치도,제주시,기타요식업,콕스,,"제주특별자치도 제주시 청사로1길 18, 1층(도남동)",드립커피,2200,포테이토샌드위치,4000,마메리카노,3200,라떼,3600
제주특별자치도,제주시,미용업,아름다운사람들(헤어),064-722-7741,"제주특별자치도 제주시 중앙로 69, 2층",컷트,10000,일반펌,30000,염색,25000,매직,50000
제주특별자치도,제주시,한식,안다미로늘봄,064-702-0607,"제주특별자치도 제주시 구남로6길 45, 1층",흑염소 탕,14000,흑염소 특탕,18000,흑염소 몸국,12000,,
제주특별자치도,제주시,한식,제주 삼다냉면 시청점,064-721-0632,"제주특별자치도 제주시 연삼로 397, 1층",물냉면,8000,비빔냉면,8000,섞어냉면,9000,반반냉면,10000
제주특별자치도,제주시,세탁업,진영세탁소,064-724-1629,"제주특별자치도 제주시 오복4길 9, 101호",양복 상의,4000,양복 하의,4000,,,,
제주특별자치도,제주시,한식,도남해돈가,064-753-8851,제주특별자치도 제주시 신성로 61-1,양념갈비,16500,오겹살,16000,냉면,6500,,
제주특별자치도,제주시,미용업,쥬리헤어샵,064-752-6228,"제주특별자치도 제주시 신성로 68-1, 2층 2층북쪽",파마,30000,컷트(일반),13000,컷트(학생),10000,염색,30000
제주특별자치도,제주시,한식,사계오름,,제주특별자치도 제주시 복지로3길 2-9,정식,8000,순두부,7000,,,,
제주특별자치도,제주시,한식,양반촌식당,064-721-7185,제주특별자치도 제주시 서광로 5길 29,돼지주물력,8000,김치찌개,8000,,,,
제주특별자치도,제주시,한식,한라산도야지남사골점,064-751-0202,제주특별자치도 제주시 서광로 3길 48(용담일동),오겹살(200g),10000,목살(200g),12000,돼지고기 샤브샤브(200g),12000,흑오겹살(200g),17000
제주특별자치도,제주시,미용업,행복한머리방,064-758-8799,"제주특별자치도 제주시 서광로3길 42, 1층",컷(여성),4000,컷(남성),5000,초등컷,3000,염색(여성),20000
제주특별자치도,제주시,한식,서문국수,,"제주특별자치도 제주시 서문로 72-2, 1층 2호",보말칼국수,10000,닭개장칼국수,10000,,,,
제주특별자치도,제주시,한식,올레쇠막,064-757-2151,제주특별자치도 제주시 용남길 23,양념갈비(400g),16000,생돼지갈비(400g),16000,LA갈비(300g),25000,,
제주특별자치도,제주시,한식,일호생구이,064-711-4026,제주특별자치도 제주시 용문로146,김치찌개,6000,청국장,6000,,,,
제주특별자치도,제주시,한식,면박사,070-7537-0160,제주특별자치도 제주시 용문로 151,옛날짜장,5000,즉석우동,5000,,,,
제주특별자치도,제주시,양식,양식당,064-901-2234,"제주특별자치도 제주시 성화로5길 5, 1층 101호",알리오올리오,11000,토마토 파스타,13000,베이컨 크림 파스타,13000,고사리 오일 파스타,13000
제주특별자치도,제주시,기타비요식업,돌하루 방방,,제주특별자치도 제주시 화삼북로 43(화북일동),트램펄린(30분),3000,트램펄린(1시간),5000,,,,
제주특별자치도,제주시,한식,일오삼가든,064-723-0153,"제주특별자치도 제주시 진남로8길 13, 1층동 1층(화북일동)",김치찌개,7000,된장찌개,7000,,,,
제주특별자치도,제주시,한식,돈카름,064-722-4915,제주특별자치도 제주시 도련동길 21,갈비살 생구이 4인,69000,갈비살양념구이 4인,72000,스페셜세트 A 4인,62000,,
제주특별자치도,제주시,일식,후년하우스,064-759-9292,제주특별자치도 제주시 삼봉로 12,돼지고기 샤브,13000,새우(15마리),10000,,,,
제주특별자치도,제주시,한식,원당봉해장국,064-759-7200,"제주특별자치도 제주시 연삼로 993-4, 1층",황태해장국,7000,순두부,7000,김치찌개,8000,소고기해장국,9000
제주특별자치도,제주시,한식,또옵서,064-723-0720,제주특별자치도 제주시 번영로 459,김치찌개,8000,동태찌개,7000,된장찌개,6000,,
제주특별자치도,제주시,기타비요식업,피크닉메이트,070-8900-8200,"제주특별자치도 제주시 인다4길 25-5, 1층 101호(아라일동)",린넨 피크닉세트,25000,비치 피크닉세트,25000,카메라 대여(필름 10장),15000,,
제주특별자치도,제주시,일식,바삭돈가스 아라점,064-726-9800,"제주특별자치도 제주시 아란5길 31-2, 1층(아라일동)",바삭우동,7000,등심가스,11000,김치우동,9000,돈까스나베,11000
제주특별자치도,제주시,양식,컬쳐드인더랩,,"제주특별자치도 제주시 승천로 81, 지하1층",고르곤피자,16000,유자샐러드,14000,소고기 볶음밥(2인분 이상),11000,,
제주특별자치도,제주시,미용업,진헤어,,"제주특별자치도 제주시 인다12길 1, 상가동 2층 202호",커트,8000,염색,15000~,일반펌,30000~,남자커트+염색,23000
제주특별자치도,제주시,한식,오양손칼국수,064-723-3367,제주특별자치도 제주시 공설로9길 1,오양칼국수(사골육수),8000,비빔국수,8000,,,,
제주특별자치도,제주시,한식,순희뽀글이,,제주특별자치도 제주시 공설로 27-1(오라일동),비빔밥,7000,정식,9000,청국장,9000,,
제주특별자치도,제주시,한식,무진장오라점,064-712-6881,제주특별자치도 제주시 서광로2길 11-9,회덮밥,7000,회국수,7000,메로머리지리,7000,한치물회,7000
제주특별자치도,제주시,한식,마라톤식당,064-757-1945,"제주특별자치도 제주시 서광로2길 15, 1층",김치찌개,7000,된장찌개,7000,만두국,7000,,
제주특별자치도,제주시,한식,현옥식당,064-757-3439,제주특별자치도 제주시 서광로2길 35,정식,5000,김치찌개,7000,된장찌개,7000,만두국,7000
제주특별자치도,제주시,한식,탐라토종닭,064-753-9992,제주특별자치도 제주시 서사로 179,오리구이한마리,54000,,,,,,
제주특별자치도,제주시,한식,감나무집,064-722-8232,제주특별자치도 제주시 오남로 12 1층,흑돼지 두루치기 정식,10000,돌솥 갈비 비빔밥,9000,차돌국밥,8000,차돌된장찌개,
제주특별자치도,제주시,한식,깜돈흑돼지,064-712-9229,제주특별자치도 제주시 연동 291-48,흑돼지모듬,76000,김치찌개,6000,청국장,6000,,
제주특별자치도,제주시,기타요식업,샐럽올데이 연동 본점,064-745-0910,"제주특별자치도 제주시 귀아랑길 13, 1층 샐럽올데이",비건 연두부 포케,11500,비건 콩고기 포케,11500,비건 콩고기 랩 샌드위치,7700,훈제오리 도시락,8500
제주특별자치도,제주시,한식,토박이장터,064-713-3532,제주특별자치도 제주시 귀아랑길 21,김치찌개(돼지),8000,말곰탕,10000,,,,
제주특별자치도,제주시,한식,고슬,070-8900-8495,"제주특별자치도 제주시 문송길 22, 1층(연동)",떡볶이,4000,잔치국수,6500,냉모밀,6500,옛날수제돈가스,8000
제주특별자치도,제주시,기타요식업,서머셋,064-712-5707,"제주특별자치도 제주시 삼무로 66, 1층(연동)",빵,1000,국수,4000,커피,1500,,
제주특별자치도,제주시,한식,재현이네 갈비,064-711-5323,제주특별자치도 제주시 선덕로 7(연동),양념살갈비,13000,양념등갈비,15000,생갈비,17000,,
제주특별자치도,제주시,한식,수복강녕,064-744-3564,"제주특별자치도 제주시 선덕로3길 40, 1층(연동)",돼지떡갈비,14000,한우떡갈비,25000,,,,
제주특별자치도,제주시,한식,제주장충왕족발,064-747-2815,"제주특별자치도 제주시 선덕로 12, 1층(연동)",족발 小,30000,보쌈 小,30000,족발+보쌈 大,45000,,
제주특별자치도,제주시,미용업,미스터컷,064-803-0773,"제주특별자치도 제주시 남녕로 54, 1층 103호(연동)",남성커트,8000,남성컷+새치염색,20000,,,,
제주특별자치도,제주시,한식,좀녀마을,064-745-3535,제주특별자치도 제주시 은남길 25,순두부,6000,해물뚝배기,9000,성게국,12000,,
제주특별자치도,제주시,일식,스가타,,"제주특별자치도 제주시 연화로2길 29-12, 1층(연동)",보우스시,10000,새우튀김 우동,10000,후토마끼,10000,새위튀김 소바,10000
제주특별자치도,제주시,한식,맛소,064-742-0455,"제주특별자치도 제주시 원노형5길 5, 1층(노형동)",콩국수,9000,냉모밀,8000,어묵국밥,6000,우동,6000
제주특별자치도,제주시,한식,돈독치기,064-712-8255,"제주특별자치도 제주시 원노형8길, 2층(노형동)",닭갈비,12000,두루치기,11000,고등어구이 大,13000,,
제주특별자치도,제주시,일식,김녕오라이 신제주점,064-904-1099,"제주특별자치도 제주시 원노형8길, 29-5, 1층 101호(노형동, 레지던스에코지엘)",딱새우라면,12000,숯불 가마살구이,20000,,,,
제주특별자치도,제주시,미용업,다인헤어,064-744-9242,제주특별자치도 제주시 원노형로 9 (노형동),컷트,10000,파마,40000,염색,40000,,
제주특별자치도,제주시,기타비요식업,다마내기,064-747-0618,"제주특별자치도 제주시 원노형로 26, 202호 (노형동, 서림빌딩)",중대 10분,1700,기본 30분,5000,,,,
제주특별자치도,제주시,기타비요식업,비파인뷰티,,"제주특별자치도 제주시 과원로 16-1, 1층(노형동)",속눈썹연장,40000,속눈썹펌,40000,페이스왁싱,20000,,
제주특별자치도,제주시,기타비요식업,제주사진관 빚을담다,064-747-2242,"제주특별자치도 제주시 노형5길 32, 1층 제주사진관(노형동)",증명,20000,여권,20000,가족사진,80000,비자,20000
제주특별자치도,제주시,한식,금순이네,064-711-1114,"제주특별자치도 제주시 정존1길 31, 1층 (노형동)",흑돼지오겹살,14000,훈재오리철판구이,25000,,,,
제주특별자치도,제주시,한식,조선냉삼겹,064-745-9295,"제주특별자치도 제주시 월랑로4길 38, 1층",제주산 급 냉삼겹(160g),10000,한라산 계란찜,5000,된장찌개,5000,김치찌개,5000
제주특별자치도,제주시,한식,제주소풍김밥,064-711-8625,"제주특별자치도 제주시 수덕5길 40, 1층 (노형동, 창영빌라)",소풍김밥,2900,애기김밥,2000,참치김밥,4000,돈까스김밥,4000
제주특별자치도,제주시,한식,호야포차,,제주특별자치도 제주시 수덕7길 47(노형동),돈까스,7000,자투리고기볶음,26000,,,,
제주특별자치도,제주시,기타비요식업,오아시스노래연습장(노형점),064-711-0478,"제주특별자치도 제주시 월랑로10길 1, 2층",코인(10분),1000,학생(1시간),10000,학생(30분),7000,성인(1시간),18000
제주특별자치도,제주시,미용업,라영헤어숍,064-744-3340,제주특별자치도 제주시 다랑곶4길 18 (노형동),컷트,10000~13000,염색,25000~35000,,,,
제주특별자치도,제주시,한식,매콤명태촌,064-743-6868,"제주특별자치도 제주시 절물3길 7, 1층(외도일동)",황태해장국,8000,갈치조림 1인,13000,막국수,7000,동태탕,9000
제주특별자치도,제주시,한식,소문난 두루치기,064-746-7478,"제주특별자치도 제주시 우정로 17, 101호(외도일동, 제웅1차 솔내음빌리지)",두루치기,9000,쭈꾸미두루치기,10000,,,,
제주특별자치도,제주시,한식,명가돌집,064-745-2877,제주특별자치도 제주시 우정로5길 10,돼지모둠,49000,꼬들살,18000,목살,15000,돼지꼬리,19900
제주특별자치도,제주시,한식,이오리,064-751-4905,"제주특별자치도 제주시 도리로 53, 1층",오리탕,8000,정식,8000,,,,
제주특별자치도,제주시,중식,진영루,064-743-8811,제주특별자치도 제주시 도두항서7길 13,자장면,5000,볶음밥,6000,간자장,7000,,
제주특별자치도,제주시,한식,24시 국수회관,064-702-1162,제주특별자치도 제주시 삼도일동 797-8,고기국수,8000,순대국밥,8000,,,,
제주특별자치도,제주시,한식,불당골,064-721-5413,제주특별자치도 제주시 서광로16길 11,황태해장국,9000,순두부,8000,,,,
제주특별자치도,제주시,한식,신수연,064-721-9988,제주특별자치도 제주시 서광로20길 4,정식,7000,동태찌개,7000,김치찌개,7000,돌솥비빔밥,7000
제주특별자치도,제주시,한식,다올국수,064-755-7076,제주특별자치도 제주시 서광로 209-1,멸치국수,7000,고기국수,9000,찐만두,8000,계란말이,8000
제주특별자치도,제주시,미용업,김민주미용실,,"제주특별자치도 제주시 홍랑길 9, 102호",컷트,12000,염색,30000,,,,
제주특별자치도,제주시,한식,영춘식당,,"제주특별자치도 제주시 평전길 12, 1층",고등어조림,14000,육개장,10000,갈비탕,10000,고등어구이,14000
제주특별자치도,제주시,한식,신비국수국밥,064-721-3235,제주특별자치도 제주시 중앙로24길 22,순대따로국밥,8000,고기국수,8000,멸치국수,7000,검은콩국수(국산),9000
제주특별자치도,제주시,기타요식업,종스브레드,064-757-0189,"제주특별자치도 제주시 중앙로 128-1, 1층(삼도이동)",팥빵,1000,꽈배기,1000,소보로빵,1000,찹쌀도너츠,1000
제주특별자치도,제주시,한식,탐라가든,064-757-5187,제주특별자치도 제주시 서사로 51,생갈비,14000,양념갈비,12000,흑돼지,19000,냉면,7000
제주특별자치도,서귀포시,한식,갈비에제왕,,제주특별자치도 서귀포시 대정읍 영서중로 5-1 1층,흑돼지오겹살(200g),15900,백돼지오겹살(200g),13900,돼지양념갈비(400g),15900,소갈비살,15900
제주특별자치도,서귀포시,한식,해바라기,064-764-9909,제주특별자치도 서귀포시 남원읍 한신로 280,두루치기,10000,된장찌개,8000,,,,
제주특별자치도,서귀포시,한식,백년손님,064-783-3456,"제주특별자치도 서귀포시 성산읍 금백조로 114, 1층",국밥,8000,고기국수,7000,멸치국수,6000,,
제주특별자치도,서귀포시,한식,새물국수,,제주특별자치도 서귀포시 안덕면 화순해안로 63,돔베고기 大,15000,돔베고기 小,8000,멸치국수,7000,,
제주특별자치도,서귀포시,목욕업,화순새마을목욕탕,064-710-8884,제주특별자치도 서귀포시 안덕면 화순리345,목욕비 대인,5000,목욕비 소인,2000,,,,
제주특별자치도,서귀포시,숙박업,바다해호텔,064-762-5300,제주특별자치도 서귀포시 천지연로 3-1,더블(일반),45000,더블(오션),50000,트윈,50000,,
제주특별자치도,서귀포시,한식,제주제일밀면,064-762-2789,"제주특별자치도 서귀포시 중앙로 150번길 23, 1층(동홍동)",밀면,7000,비빔면,7000,,,,
제주특별자치도,서귀포시,중식,줄서서먹는짜장신시가지점,064-738-6465,제주특별자치도 서귀포시 일주동로 9217(법환동),환경짜장,5000,짬뽕,7000,,,,
제주특별자치도,서귀포시,한식,신선국수,064-739-2590,제주특별자치도 서귀포시 강정하로 102(강정동),비빔국수,7000,보말칼국수,8000,,,,
제주특별자치도,서귀포시,미용업,미미가헤어샵,064-739-1238,"제주특별자치도 서귀포시 신서로48번길 49, 3층 301호",컷트,10000,펌,30000,염색,30000,,
제주특별자치도,서귀포시,미용업,인순이미용실,064-794-3123,제주특별자치도 서귀포시 대정읍 상모로 323,커트,13000,파마,25000,드라이,5000,,
제주특별자치도,서귀포시,한식,돈하르방,064-733-0786,제주특별자치도 서귀포시 명동로 33(서귀동),흑돼지근고기,39000,연탄석쇠불고기,11000,,,,
제주특별자치도,서귀포시,미용업,윤경미용실,064-762-1954,제주특별자치도 서귀포시 중정로91번길 53-1(서귀동),커트,10000,펌(기본),25000,,,,
제주특별자치도,서귀포시,미용업,은서헤어샵,064-762-5458,제주특별자치도 서귀포시 중앙로48번길 8-1(서귀동),커트,10000,드라이,7000,파마,35000,,
제주특별자치도,서귀포시,한식,오일장왕십리식당,064-733-0105,제주특별자치도 서귀포시 토평서로11번길 150(동홍동),고기국밥,7000,순대국밥,7000,,,,
제주특별자치도,서귀포시,한식,일번지식당,064-733-0686,제주특별자치도 서귀포시 토평서로11번길 150(동홍동),정식,6000,순대국밥,7000,,,,
제주특별자치도,서귀포시,한식,오규동 앤 육짬뽕,064-733-0590,"제주특별자치도 서귀포시 솜반천로 14번길 3,2층",규동,7400,부타동,7400,김치동,7400,,
제주특별자치도,서귀포시,한식,남원콩나물국밥,064-764-7773,제주특별자치도 서귀포시 남원읍 일주동로 7147,콩나물국밥,5500,김치콩나물국밥,6000,순두부찌개,6000,,
제주특별자치도,서귀포시,숙박업,낯선하루,,제주특별자치도 서귀포시 성산읍 신양로122번길 30-8,남성4인도미토리,30000,여성4인도미토리,30000,,,,
제주특별자치도,서귀포시,숙박업,성산에 오거들랑,064-784-2692,제주특별자치도 서귀포시 성산읍 고성동서로 13-7,2인실,44000,3인실,64000,4인실(게스트하우스)1인가격,20000,,
제주특별자치도,서귀포시,한식,부전식당,064-782-1033,제주특별자치도 서귀포시 성산읍 성산중앙로 36,우거지탕,9000,돌솥비빔밥,9000,갈치국,10000,,
제주특별자치도,서귀포시,한식,해오름식당,064-782-2256,제주특별자치도 서귀포시 성산읍 일출로 260,해오름정식,10000,해물뚝배기,13000,문어라면,8000,,
제주특별자치도,서귀포시,숙박업,블루클리프,0507-1494-7782,제주특별자치도 서귀포시 표선면 민속해안로 633-6,남성도미토리(4인),20000,여성도미토리(4인),20000,,,,
제주특별자치도,서귀포시,숙박업,슬로시티게스트하우스,064-732-1286,제주특별자치도 서귀포시 천지로 33(서귀동),6인실(1베드),17000,4인실(1베드),19000,1인싱글룸,30000,,
제주특별자치도,서귀포시,한식,삼겹살파티,064-732-3077,제주특별자치도 서귀포시 문부로 4(동홍동),생오겹살,15000,두루치기,7000,,,,
제주특별자치도,서귀포시,한식,낭만팥집,0507-1404-9625,제주특별자치도 서귀포시 동홍서로 96번길 17(동홍동),낭만팥빙수,6000,단팥죽,7000,,,,
제주특별자치도,서귀포시,한식,킹마트분식,064-738-3985,제주특별자치도 서귀포시 천제연로 154-1(중문동),순두부찌개,7000,된장찌개,7000,,,,
제주특별자치도,서귀포시,한식,제주콩순옥,064-792-8585,제주특별자치도 서귀포시 대정읍 신영로129-2,두부전골,35000,갈비찜,35000,갈비찜정식,13000,,
제주특별자치도,서귀포시,한식,성환이네,0507-1390-5201,제주특별자치도 서귀포시 성산읍 동류암로36번길 6,보리밥(비빔밥),6000,닭칼국수,7000,닭곰탕,8000,,
제주특별자치도,서귀포시,중식,명경식당,064-794-9557,제주특별자치도 서귀포시 안덕면 화순로 88,탕수육(소),12000,짬뽕,7500,탕수육(대),18000,,
제주특별자치도,서귀포시,한식,복돼지식당,0507-1330-0290,제주특별자치도 서귀포시 표선면 서성일로 63,고사리비빔밥,7000,고사리육개장,7000,,,,
제주특별자치도,서귀포시,한식,뽈살집,064-763-6860,"제주특별자치도 서귀포시 중정로91번길 41, 1층",흑돼지 특수부위(大 700~750g),69000,흑돼지 특수부위(中 400~450g),45000,"항정,가브리살,갈매기,뽈살(200g)",15000,,
제주특별자치도,서귀포시,한식,뽈살집 제주본점,064-763-6860,"제주특별자치도 서귀포시 중정로91번길 41, 2층",흑돼지 특수부위(大 700~750g),69000,흑돼지 특수부위(中 400~450g),45000,"항정,가브리살,갈매기,뽈살(200g)",15000,,
제주특별자치도,서귀포시,한식,뽈살집 별관,064-763-6860,제주특별자치도 서귀포시 중정로91번길 39-1,흑돼지 특수부위(大 700~750g),69000,흑돼지 특수부위(中 400~450g),45000,"항정,가브리살,갈매기,뽈살(200g)",15000,,
제주특별자치도,서귀포시,한식,육회포차,064-763-9977,"제주특별자치도 서귀포시 중앙로71번길 4, 1층",육회비빔밥,8000,튀김우동,8000,육회,14000,,
제주특별자치도,서귀포시,기타비요식업,정스터디카페,0507-1307-9106,제주특별자치도 서귀포시 동홍서로 97-1,자유석 기간권(14일),60000,자유석 기간권(28일),100000,정액시간권 50시간(2개월),60000,,
제주특별자치도,서귀포시,미용업,린헤어,0507-1385-0184,제주특별자치도 서귀포시 동홍중앙로 58-16,커트,15000,염색(뿌염),40000,,,,
제주특별자치도,서귀포시,양식,라피스,0507-1492-5223,제주특별자치도 서귀포시 홍중로 28-1,치즈토마토파스타,12900,베이컨크림파스타,12900,쉬림프투움바파스타,12900,,
제주특별자치도,서귀포시,기타요식업,오또도넛,064-904-1516,제주특별자치도 서귀포시 중문상로 87(중문동),오리지널글레이즈도넛,1500,시나몬슈가케인도넛,1800,,,,
제주특별자치도,서귀포시,한식,간식창고,,제주특별자치도 서귀포시 효돈로 158 (하효동) 1층,피카츄돈가스,1000,탕후루(아이스),2000,컵떡볶이,1000,,
제주특별자치도,서귀포시,한식,시안,,제주특별자치도 서귀포시 성산읍 일출로 288 번길 23,일반돈가스,11000,전복에우볶음밥,11000,,,,
제주특별자치도,서귀포시,한식,양혜란 식당,064-739-6886,제주특별자치도 서귀포시 서호남로32번길 41 (서호동) 1층,딱새우장정식,12000,갈치조림,15000,,,,
제주특별자치도,서귀포시,한식,오늘 칼국수,064-758-5959,제주특별자치도 서귀포시 태평로92번길 15 (호근동) 1층,고기칼국수,8000,보말칼국수,10000,비빔밥,10000,바지락칼국수,8000
제주특별자치도,서귀포시,기타요식업,오또도넛 올레서귀점,064-767-0448,제주특별자치도 서귀포시 부두로 16 (서귀동) 1층,오리지널굴레이즈,1500,시나몬슈가케인,1800,,,,
제주특별자치도,서귀포시,기타비요식업,제주셀프사진관파티룸삼오미리,,제주특별자치도 서귀포시 이어도로 685-2 (강정동) 1층,흑백셀프촬영,50000,컬러셀프촬영,70000,,,,
제주특별자치도,서귀포시,한식,탐라간장게장,064-787-8228,제주특별자치도 서귀포시 표선면 표선당포로 10-4 1층,간장게장(2인분),35000,양념게볶음(2인분),42000,성게미역국,12000,고등어구이,15000
제주특별자치도,서귀포시,기타요식업,투빅커피 동홍점,,제주특별자치도 서귀포시 중앙로 164 (동홍동) 1층,아메리카노hot,1500,아메리카노ice,1800,카페라떼,2900,한라봉에이드,3900
제주특별자치도,서귀포시,기타요식업,투빅커피 태흥점,064-764-8803,제주특별자치도 서귀포시 남원읍 일주동로 6736 1층,아메리카노hot,1500,아메리카노ice,1800,카페라떼,2900,한라봉에이드,3900
제주특별자치도,서귀포시,기타요식업,발랭드보통 제주,064-783-0250,제주특별자치도 서귀포시 성산읍 시흥하동로50번길 32 발랭드보통,와플 플레이트,18000,말차라떼,5500,,,,
제주특별자치도,서귀포시,양식,쉐프1192,064-783-1193,제주특별자치도 서귀포시 성산읍 환해장성로 465 쉐프 1192,,,,,,,,
제주특별자치도,서귀포시,한식,노고록,,제주특별자치도 서귀포시 천제연로207번길 7 (중문동) 가동 103호,,,,,,,,
제주특별자치도,서귀포시,기타요식업,빵하우스,064-762-7234,제주특별자치도 서귀포시 태평로537번길 45 (동홍동) 빵하우스,우유식빵,3000,팥빵,1300,,,,
제주특별자치도,서귀포시,한식,삼이사,064-732-0324,제주특별자치도 서귀포시 명동로 6 (서귀동) 삼이사,,,,,,,,
제주특별자치도,서귀포시,미용업,원희네자르지오헤어,064-732-8765,제주특별자치도 서귀포시 중앙로89번길 14 (서귀동) .,컷트,12000,펌,30000,염색,30000,,
제주특별자치도,서귀포시,숙박업,제주스마일,,제주특별자치도 서귀포시 염돈로 95 (강정동) 제주스마일,단체형 복층객실1 + 원룸객실1,149000,단체형 복층객실1 + 원룸객실2,199000,,,,
제주특별자치도,서귀포시,숙박업,초롱민박,,제주특별자치도 서귀포시 성산읍 한도로 242번길 10-19 .,2인,35000,3인,45000,4인,55000,,
제주특별자치도,서귀포시,한식,미리네국수,,제주특별자치도 서귀포시 중앙로101번길 17,고기국수,8000,국밥,6000,멸치국수,7000,,
제주특별자치도,서귀포시,한식,중문뽁순이네,,제주특별자치도 서귀포시 중문상로82번길 43,가정식정식,10000,고등어조림,10000,청국장,9000,,
제주특별자치도,서귀포시,숙박업,제주에코스위츠,,제주특별자치도 서귀포시 중문동 944-5 외 1필지,디럭스 객실 비수기 (주중/주말),79000/89000,자쿠지 객실 비수기 (주중/주말),89000/99000,디럭스 객실 성수기,119000,,
제주특별자치도,서귀포시,세탁업,백록운동화 빨래방,,제주특별자치도 서귀포시 천제연로 170(중문동),기본이불,8000,기본카페트,10000,,,,
제주특별자치도,서귀포시,한식,달동네수제숨두부,,제주특별자치도 서귀포시 색달중앙로 79,백숨두부,9000,제육볶음,10000,,,,
제주특별자치도,서귀포시,한식,육공주네 색달돈가,,제주특별자치도 서귀포시 색달로61번길 49,백오겹살,17000,양념돼지갈비,16000,,,,
제주특별자치도,서귀포시,중식,상하이예래점,,제주특별자치도 서귀포시 예래로 436-1,짜장면,6000,짬뽕,7000,탕수육,17000,,
제주특별자치도,서귀포시,기타비요식업,스튜디오모사,,제주특별자치도 서귀포시 표선면 일주동로 6208 1호,"증명,여권(영유아,초.중고학생)",20000,증명 + 여권,30000,,,,
제주특별자치도,서귀포시,한식,돈수르,,제주특별자치도 서귀포시 표선면 일주동로 6295,"A세트 (흑돼지,백돼지)",54000,"B세트 (흑돼지,백돼지)",74000,C세트 (흑돼지),62000,,
제주특별자치도,서귀포시,한식,한아름식당,,제주특별자치도 서귀포시 표선면 세성로 265,돼지고기,12000,,,,,,
제주특별자치도,서귀포시,한식,표선 소담국수,,제주특별자치도 서귀포시 표선면 표선중앙로 80,멸치국수,7000,비빔국수,8000,,,,
제주특별자치도,서귀포시,한식,춘자싸롱 멸치국수,,제주특별자치도 서귀포시 표선면 표선동서로 255,멸치국수,4000,멸치국수(곱빼기),5000,,,,
제주특별자치도,서귀포시,한식,두가시영,,제주특별자치도 서귀포시 표선면 하천달산로9번길 98,생오리로스(손칼국수포함),58000,오리탕,12000,,,,
제주특별자치도,서귀포시,한식,성읍 신토불이,,제주특별자치도 서귀포시 표선면 성읍 서문로 81,멸치국수,5000,오리수제비,10000,흑돼지주물럭,13000,,
제주특별자치도,서귀포시,한식,우선식당,,제주특별자치도 서귀포시 성산읍 성산중앙로 14,돌솥비빔밥,9000,갈치국,9000,,,,
제주특별자치도,서귀포시,숙박업,성산일출봉콘도민박,,제주특별자치도 서귀포시 성산읍 성산중앙로 34,1인실,30000,2인실,40000,3인실,50000,,
제주특별자치도,서귀포시,한식,청솔밥상,,제주특별자치도 서귀포시 성산읍 성산중앙로 46-1,정식,12000,전복뚝배기,15000,,,,
제주특별자치도,서귀포시,한식,시골밥상,,제주특별자치도 서귀포시 성산읍 고성오조로 97-11,정식(삼겹살),10000,정식(수육),10000,,,,
제주특별자치도,서귀포시,세탁업,스피드세탁소,,제주특별자치도 서귀포시 남원읍 남원리 140-5 2,양복(1벌),9000,이불(1채),10000,,,,
제주특별자치도,서귀포시,한식,괸당네식당,,제주특별자치도 서귀포시 남원읍 태위로 672-7,흑돼지주물럭정식,10000,지실국수,8000,,,,
제주특별자치도,서귀포시,한식,쇠소깍가든,,제주특별자치도 서귀포시 남원읍 하례로 166번길 1,오곡집밥정식,10000,곱창뚝배기,10000,,,,
제주특별자치도,서귀포시,중식,차이나마씸,,제주특별자치도 서귀포시 칠십리로 474,짬뽕,8000,짜장면,6000,,,,
제주특별자치도,서귀포시,미용업,영천이용원,,제주특별자치도 서귀포시 상효동 1298-3,커트,13000,이발,17000,,,,
제주특별자치도,서귀포시,미용업,소리헤어샵,,제주특별자치도 서귀포시 중앙로4번길 4(서귀동),일반펌,30000,염색,3000,,,,
제주특별자치도,서귀포시,미용업,영미용실,,제주특별자치도 서귀포시 이중섭로5-7,파마,30000,셋트파마,50000,특파마,40000,,
제주특별자치도,서귀포시,기타요식업,베트로,,제주특별자치도 서귀포시 중정로62번길 1(서귀동),카페라떼,3300,카푸치노,3300,,,,
